,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
H. I-PACASMAYO_per_2018-09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
H. I-PACASMAYO_per_2018-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
H. I-PACASMAYO_per_2018-11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
H. I-PACASMAYO_per_2018-12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0
H. I-QUILLABAMBA_per_2018-01,2685,,2106,122,2106,11,547,538,4,5,76,212,243,279,9,2,0,2,24,,11,3,0,10,22,20,1,,13,8,5,3,1,3,8,8,624,1,9,599,15,728,1982,474,2,222,237,1,2,7030,4559,6442,5605,248,156,280,165,11,104,20,488,,,1,,,6,4,8,,0,,282,1,0
H. I-QUILLABAMBA_per_2018-02,2296,,1300,119,1298,9,504,460,4,5,56,165,204,224,8,1,0,1,25,,7,4,6,8,36,20,1,,20,5,3,2,1,2,5,5,546,0,5,527,14,721,1956,300,2,233,233,1,2,6429,4353,5040,4335,126,93,191,149,12,81,14,569,,,3,,,2,4,0,,3,,0,0,0
H. I-QUILLABAMBA_per_2018-03,2429,,1120,115,1120,10,479,474,4,5,81,226,234,248,8,1,1,6,35,,8,20,3,4,84,72,1,,32,10,8,2,1,2,10,10,617,0,7,594,16,686,1910,304,2,220,220,1,2,6975,4429,6083,5192,138,106,193,142,20,57,21,616,,,6,,,8,4,4,,6,,316,0,2
H. I-QUILLABAMBA_per_2018-04,2588,,1020,112,1020,9,510,506,4,5,84,225,253,270,9,0,0,3,6,,2,3,1,0,18,18,1,,6,4,4,0,1,0,4,4,644,1,16,615,12,682,1807,237,2,224,224,1,2,7653,5176,5065,4264,181,125,236,169,17,46,8,610,,,0,,,8,4,4,,0,,265,0,3
H. I-QUILLABAMBA_per_2018-05,2868,,1004,185,1004,10,562,555,4,5,82,201,239,248,8,0,0,2,12,,2,3,2,5,6,6,1,,6,8,7,1,1,0,8,8,756,0,16,700,40,618,1609,247,2,206,208,1,2,7833,5268,6204,5428,209,138,250,170,11,58,18,638,,,0,,,8,4,6,,4,,310,0,8
H. I-QUILLABAMBA_per_2018-06,2646,,813,133,813,10,547,534,4,5,84,265,216,240,8,0,1,2,0,,0,0,0,0,0,0,0,,0,3,2,1,1,0,3,3,801,0,16,370,415,651,1536,227,2,217,225,1,2,8236,4882,5294,4570,228,150,297,206,42,80,12,558,,,1,,,4,4,4,,7,,207,0,4
H. I-QUILLABAMBA_per_2018-07,2551,,791,170,791,9,530,511,4,5,91,223,261,279,9,1,0,1,20,,4,14,2,0,20,18,1,,16,6,5,1,1,1,6,6,845,0,25,262,558,507,1342,140,2,214,224,1,2,7972,4602,6628,5816,188,126,247,162,5,15,19,586,,,1,,,4,4,4,,3,,239,0,1
H. I-QUILLABAMBA_per_2018-08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,0,0
H. I-QUILLABAMBA_per_2018-09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,0,0
H. I-QUILLABAMBA_per_2018-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,0,0
H. I-QUILLABAMBA_per_2018-11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,0,0
H. I-QUILLABAMBA_per_2018-12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,0,0
H. I-RIO NEGRO - SATIPO_per_2018-01,1137,,913,89,913,4,228,228,2,3,26,125,119,124,4,,1,1,,,,,,,,,,,,3,3,,1,,3,3,366,0,59,277,30,410,884,354,1,136,136,1,1,3878,1675,3654,2671,229,164,342,230,11,43,4,1501,,,0,,,10,10,0,,12,,20,,
H. I-RIO NEGRO - SATIPO_per_2018-02,1065,,560,94,560,4,213,213,2,3,26,113,108,112,4,,0,0,,,,,,,,,,,,1,1,,1,,1,1,224,0,14,8,202,407,897,257,1,135,135,1,1,3641,1717,3146,2215,227,180,315,255,21,114,8,1534,,,0,,,7,6,0,,12,,99,,
H. I-RIO NEGRO - SATIPO_per_2018-03,1032,,437,51,437,4,206,206,2,3,20,54,57,124,4,,0,0,,,,,,,,,,,,3,3,,1,,3,3,263,0,36,0,227,246,501,132,1,82,82,1,1,3713,1822,3529,2220,203,139,274,195,8,105,9,1427,,,4,,,10,8,0,,18,,74,,
H. I-RIO NEGRO - SATIPO_per_2018-04,1147,,399,71,399,4,229,229,2,3,16,46,55,120,4,,0,0,,,,,,,,,,,,2,2,,1,,2,2,377,2,44,319,12,372,758,199,1,124,124,1,1,3763,1979,3912,2382,249,163,338,231,12,134,6,1244,,,15,,,0,8,2,,2,,52,,
H. I-RIO NEGRO - SATIPO_per_2018-05,1397,,436,104,436,5,279,279,3,3,22,88,77,93,3,,0,0,,,,,,,,,,,,2,2,,1,,2,2,415,1,51,0,363,375,792,159,1,125,125,1,1,4740,2569,3698,2099,344,268,476,374,16,133,4,1503,,,15,,,13,8,22,,18,,49,,
H. I-RIO NEGRO - SATIPO_per_2018-06,996,,287,93,287,4,199,199,2,3,33,101,105,116,4,,1,1,,,,,,,,,,,,1,1,,1,,1,1,399,0,40,40,319,393,875,151,1,131,131,1,1,4252,1884,4579,2992,379,231,502,321,10,83,8,988,,,10,,,13,6,32,,18,,0,,
H. I-RIO NEGRO - SATIPO_per_2018-07,995,,224,66,224,4,199,199,2,3,31,101,101,112,4,,0,0,,,,,,,,,,,,1,1,,1,,1,1,336,0,33,139,164,429,956,131,1,143,143,1,2,3837,1755,4918,3409,361,258,431,302,10,71,11,755,,,3,,,10,6,31,,16,,0,,
H. I-RIO NEGRO - SATIPO_per_2018-08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,,
H. I-RIO NEGRO - SATIPO_per_2018-09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,,
H. I-RIO NEGRO - SATIPO_per_2018-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,,
H. I-RIO NEGRO - SATIPO_per_2018-11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,,
H. I-RIO NEGRO - SATIPO_per_2018-12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,,0,,0,,
H. I-RIOJA_per_2018-01,1905,,1423,185,1423,9,373,337,3,5,42,109,123,155,5,,0,,,,,,,,,,,,,2,2,,1,,2,2,878,,69,687,122,314,787,236,1,92,96,1,1,7910,3337,4039,2635,193,113,279,172,,47,11,287,332,,5,3,,20,12,41,12,62,,286,0,12
H. I-RIOJA_per_2018-02,1606,,745,164,745,8,287,279,3,5,36,97,98,140,5,,0,,,,,,,,,,,,,1,1,,1,,1,1,813,,22,585,206,316,677,173,1,96,100,1,1,6268,2710,4196,2831,247,181,329,255,,78,12,335,329,,16,3,,15,18,58,12,20,,305,3,13
H. I-RIOJA_per_2018-03,1820,,668,168,668,9,358,348,3,5,53,172,175,186,6,,0,,,,,,,,,,,,,2,2,,1,,2,2,863,,58,608,197,272,616,127,1,84,92,1,1,7517,3138,3681,2539,252,188,383,299,,117,9,462,307,,26,4,,18,12,38,12,12,,269,4,13
H. I-RIOJA_per_2018-04,2180,,663,271,663,10,441,433,3,5,53,157,153,180,6,,1,,,,,,,,,,,,,0,0,,1,,0,0,766,,53,552,161,300,690,128,1,92,100,1,1,7411,3649,4425,2341,211,162,330,255,,170,8,471,366,,16,6,,13,20,41,13,12,,382,2,12
H. I-RIOJA_per_2018-05,1948,,459,200,459,10,394,366,3,5,58,174,179,186,6,,0,,,,,,,,,,,,,1,1,,1,,1,1,937,,83,718,136,318,702,105,1,96,96,1,1,7643,3397,5332,3886,199,146,297,222,,38,13,454,330,,14,8,,7,10,37,24,12,,215,9,24
H. I-RIOJA_per_2018-06,1984,,387,187,387,10,392,369,3,5,48,152,157,180,6,,0,,,,,,,,,,,,,0,0,,1,,0,0,934,,38,707,189,311,647,118,1,96,96,1,1,7897,3560,4199,2610,218,156,302,230,,36,12,445,328,,14,7,,8,8,45,24,12,,275,7,23
H. I-RIOJA_per_2018-07,1844,,279,194,279,12,374,326,3,6,47,165,163,186,6,,0,,,,,,,,,,,,,0,0,,1,,0,0,889,,58,685,146,133,310,56,1,44,44,1,1,7632,3264,5162,3593,239,168,377,279,,117,10,395,338,,10,6,,10,7,49,24,12,,298,6,18
H. I-RIOJA_per_2018-08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
H. I-RIOJA_per_2018-09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
H. I-RIOJA_per_2018-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
H. I-RIOJA_per_2018-11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
H. I-RIOJA_per_2018-12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,0,0,,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0
H. I-SAMUEL PASTOR_per_2018-01,2864,10,2129,56,2127,14,674,622,6,12,99,343,371,403,13,,1,2,64,,7,38,10,9,81,90,1,,60,15,4,11,1,11,15,15,1894,10,90,1794,0,223,606,183,1,96,100,1,1,15434,4863,8570,5505,730,415,845,488,48,85,15,840,118,344,27,0,1,1,29,28,2,0,1,183,,
H. I-SAMUEL PASTOR_per_2018-02,3784,0,1664,107,1664,19,764,752,6,12,101,347,325,392,14,,0,3,82,,18,47,8,9,66,72,1,,79,13,5,8,1,8,13,13,1976,8,45,1923,0,244,595,112,2,173,173,1,2,17338,7571,9477,6822,325,156,373,178,43,129,16,516,77,333,0,0,0,5,34,21,1,0,0,209,,
H. I-SAMUEL PASTOR_per_2018-03,3293,0,1058,172,1058,17,840,798,6,12,119,351,374,434,14,,1,2,89,,28,48,5,8,60,77,1,,89,18,10,8,1,8,18,18,1757,7,66,1684,0,470,1049,164,2,164,172,1,2,16281,7333,9880,7448,677,469,742,585,46,109,27,633,105,353,0,0,1,0,26,20,2,6,11,159,,
H. I-SAMUEL PASTOR_per_2018-04,3355,0,709,137,709,17,683,671,6,12,102,352,336,420,14,,0,2,80,,24,50,3,3,84,92,1,,80,11,7,4,1,4,11,11,1615,3,56,1556,0,458,1109,156,2,152,152,1,2,16164,7163,9245,6426,539,372,626,497,34,92,20,854,120,387,12,2,2,6,12,16,1,11,24,214,,
H. I-SAMUEL PASTOR_per_2018-05,3096,0,611,137,611,16,628,616,6,12,99,393,370,434,14,,0,2,44,,5,31,5,3,90,100,1,,44,11,3,8,1,8,11,11,1746,4,42,1700,0,539,1245,176,2,192,196,1,2,16129,7115,9517,7079,661,422,674,504,30,108,11,774,99,297,10,4,4,6,12,6,1,6,56,125,,
H. I-SAMUEL PASTOR_per_2018-06,3398,0,561,98,561,17,688,676,6,12,92,367,353,420,14,,0,2,50,,14,35,1,0,120,140,1,,49,12,2,10,1,10,12,12,1751,5,59,1687,0,251,501,69,1,92,92,1,1,16483,7127,9165,6486,530,346,466,356,44,101,20,802,92,285,8,4,5,10,24,12,1,8,106,0,,
H. I-SAMUEL PASTOR_per_2018-07,3532,0,470,80,470,17,908,876,6,12,84,322,322,341,11,,0,1,105,,26,61,5,13,110,120,1,,103,9,1,8,1,8,9,9,1854,6,54,547,1247,513,1062,131,2,184,184,1,2,19186,6817,8862,6834,614,415,729,508,39,98,22,963,109,243,5,3,2,2,28,6,5,14,25,116,,
H. I-SAMUEL PASTOR_per_2018-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
H. I-SAMUEL PASTOR_per_2018-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
H. I-SAMUEL PASTOR_per_2018-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
H. I-SAMUEL PASTOR_per_2018-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
H. I-SAMUEL PASTOR_per_2018-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
H. I-SICUANI_per_2018-01,2953,,2365,80,2365,18,661,661,6,6,156,481,474,589,19,,0,,53,4,9,21,10,9,91,144,1,,51,9,3,6,1,6,9,9,613,13,50,510,40,555,1719,391,2,185,214,1,2,8428,4313,5963,4891,467,398,820,715,2,39,13,467,205,,12,1,,2,8,28,,18,,213,50,
H. I-SICUANI_per_2018-02,3368,,1931,120,1931,19,861,675,5,5,181,494,490,560,20,,0,,74,0,21,37,5,11,167,168,1,,70,19,10,9,1,9,19,19,473,14,41,363,55,519,1025,138,2,209,225,1,2,7857,4476,7595,6651,442,376,752,647,9,120,16,353,240,,9,1,,2,8,4,,9,,223,45,
H. I-SICUANI_per_2018-03,3437,,1611,133,1611,17,861,861,5,5,172,616,611,713,23,,0,,61,2,15,23,12,9,127,120,1,,59,15,6,9,1,9,15,15,588,15,40,445,88,462,1388,121,2,193,193,1,2,8141,4351,8005,6897,514,430,799,663,3,145,12,428,310,,2,3,,2,8,0,,14,,215,50,
H. I-SICUANI_per_2018-04,3226,,1207,127,1207,19,871,871,5,5,135,414,414,480,16,,0,,57,3,14,19,11,10,118,120,1,,55,8,4,4,1,4,8,8,571,6,39,453,73,533,1531,142,2,202,219,1,2,7778,4333,6392,5224,491,413,759,637,0,121,10,525,237,,10,6,,2,8,17,,7,,208,60,
H. I-SICUANI_per_2018-05,2853,,927,105,927,17,826,814,5,7,151,483,473,558,18,,0,,50,0,10,28,6,6,131,120,1,,47,12,6,6,1,6,12,12,659,9,25,523,102,489,1427,210,2,180,204,1,2,7625,4309,5401,4324,408,316,602,465,21,131,16,459,233,,2,3,,2,3,18,,14,,182,0,
H. I-SICUANI_per_2018-06,2459,,738,99,738,16,560,560,5,6,116,403,397,540,18,,1,,34,0,7,17,6,4,110,120,1,,32,7,4,3,1,3,7,7,694,11,38,547,98,312,947,161,1,100,100,1,2,7876,4097,4876,3954,397,288,712,531,63,127,9,518,255,,8,4,,2,3,15,,7,,145,0,
H. I-SICUANI_per_2018-07,1904,,529,86,529,15,457,453,4,5,139,449,448,558,18,,0,,54,1,16,32,2,3,119,98,1,,52,14,7,7,1,7,14,14,945,16,37,823,69,533,1500,242,2,180,184,1,2,8835,3661,5561,4134,311,202,528,352,0,76,19,527,241,,5,4,,2,4,30,,4,,213,0,
H. I-SICUANI_per_2018-08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,
H. I-SICUANI_per_2018-09,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,
H. I-SICUANI_per_2018-10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,
H. I-SICUANI_per_2018-11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,
H. I-SICUANI_per_2018-12,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,,0,0,
H. I-SULLANA_per_2018-01,5860,294,4841,162,4841,15,1273,1158,8,12,177,411,463,527,17,0,2,5,74,,0,36,33,5,107,111,1,2,76,36,33,3,1,3,36,36,3461,2,861,2552,46,367,734,288,1,121,121,2,1,40997,13647,11105,5827,556,251,,,75,397,59,3023,0,227,2,1,3,30,6,,,0,2,169,8,2
H. I-SULLANA_per_2018-02,4291,351,2619,130,2619,13,834,834,8,10,172,379,471,504,18,0,4,4,0,,0,0,0,0,0,0,1,0,0,36,36,0,1,0,36,36,3718,7,1178,2506,27,257,505,171,1,85,88,2,1,33349,10149,12055,5474,848,453,,,57,423,43,2129,128,255,4,4,4,30,6,,,1,0,172,12,2
H. I-SULLANA_per_2018-03,4835,348,2493,185,2493,15,976,964,8,12,188,514,518,558,18,0,4,3,75,,0,34,38,3,107,107,1,0,75,42,38,4,1,4,42,42,3618,9,1231,2181,197,345,690,221,1,113,113,2,1,36835,11403,10660,4844,697,394,,,70,435,42,1734,125,0,1,3,0,30,8,,,2,0,229,16,2
H. I-SULLANA_per_2018-04,5460,384,2182,164,2182,13,1175,1092,7,11,198,483,520,570,19,0,3,0,101,,0,69,30,2,169,169,1,0,101,43,33,10,1,10,43,43,3779,2,835,617,2325,367,745,209,1,122,125,2,2,37025,12658,11197,4861,649,367,,,18,384,43,1599,121,250,4,9,5,30,6,,,5,2,249,20,1
H. I-SULLANA_per_2018-05,5647,297,2111,182,2111,13,1133,1101,7,11,183,518,495,558,18,0,3,1,89,,0,51,36,2,139,141,1,1,90,44,38,6,1,6,44,44,4299,13,978,731,2577,407,814,248,2,135,147,2,2,40489,14639,11120,5305,655,375,,,94,283,31,1500,116,232,2,6,5,30,6,,,4,3,229,8,1
H. I-SULLANA_per_2018-06,6325,266,1912,165,1912,15,1358,1260,7,15,194,539,491,570,19,1,3,0,72,,1,30,32,9,99,103,1,3,75,36,26,10,1,10,37,37,3851,12,1190,1320,1329,425,850,215,2,141,144,2,2,34090,15559,10766,6303,638,376,,,84,243,35,1696,121,212,2,3,5,30,4,,,0,5,236,8,0
H. I-SULLANA_per_2018-07,7021,237,2031,144,2031,13,1461,1374,7,14,167,390,409,496,16,2,4,2,76,,0,53,21,2,128,130,1,1,77,32,27,5,1,5,32,32,3860,9,1229,1715,907,442,884,218,1,146,147,2,1,36056,16540,12957,7339,846,534,,,42,221,31,1942,118,244,3,3,5,28,4,,,0,2,197,4,1
H. I-SULLANA_per_2018-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
H. I-SULLANA_per_2018-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
H. I-SULLANA_per_2018-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
H. I-SULLANA_per_2018-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
H. I-SULLANA_per_2018-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
H. I-TARMA_per_2018-01,1630,,1344,34,1344,8,358,325,3,4,24,94,94,124,4,,,,,,,,,,,,,,,5,4,1,1,,5,5,644,4,84,513,43,407,953,290,2,136,140,1,1,6691,3397,3904,2641,478,397,478,397,33,209,18,1328,108,,0,,,12,4,95,,24,,,,
H. I-TARMA_per_2018-02,2075,,1180,69,1180,8,423,416,3,4,32,145,145,168,6,,,,,,,,,,,,,,,5,5,0,1,,5,5,518,5,46,453,14,499,1038,238,2,166,170,1,2,6722,3896,4426,3040,581,501,581,501,23,117,12,1457,0,,1,,,10,4,85,,42,,,,
H. I-TARMA_per_2018-03,2160,,909,53,909,8,496,431,3,5,37,138,138,155,5,,,,,,,,,,,,,,,2,2,0,1,,2,2,605,2,53,532,18,513,950,208,2,171,198,1,2,6907,4407,4003,2785,530,444,530,444,27,240,8,1524,0,,8,,,19,4,107,,26,,,,
H. I-TARMA_per_2018-04,1874,,690,75,690,8,412,357,3,3,24,72,72,120,4,,,,,,,,,,,,,,,5,5,0,1,,5,5,657,5,48,581,23,670,2123,198,2,223,232,1,2,7435,4108,3611,2614,579,471,579,471,27,154,10,1353,0,,3,,,3,4,86,,30,,,,
H. I-TARMA_per_2018-05,1690,,591,91,591,8,361,337,3,4,24,79,79,124,4,,,,,,,,,,,,,,,6,6,0,1,,6,6,1093,5,44,970,74,625,2114,213,2,208,208,1,2,8385,4061,3517,2516,457,325,457,325,18,153,12,1356,0,,5,,,3,4,83,,38,,,,
