,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIËN,N░ SALAS DE PARTOS,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,EGRESO PACIENTE <=24 HORAS,EGRESO PACIENTE > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,MAMOGRAFIAS PREVENTIVAS 50 A 74 (RESULTA,CRED NIÐOS,MENORES 1 AÐO TERCERA DOSIS PENTAVALENTE,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. ANCIJE _per_2016-08,273,1479,41,0,22,12,905,919,17,273,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,229,2,3,320,328,3,977,2443,6835,8042,478,470,598,587,16386,8526,10,29,0,34,0,0,0,89,1633,492,0,365,10,0,0,0,0,0,17,0,0,15,6,0,0,0,0
C.M. ANCIJE _per_2016-09,258,1639,37,0,20,12,990,1020,15,258,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,226,2,3,349,350,3,1062,2655,6066,6778,284,271,144,131,17296,8563,40,21,0,17,0,0,0,102,1883,466,0,352,9,0,0,0,0,0,17,0,0,21,6,0,0,0,0
C.M. ANCIJE _per_2016-10,213,1463,48,0,19,12,957,977,13,213,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,195,2,3,300,302,3,905,2263,6332,7404,519,511,185,177,16565,8133,12,20,0,7,0,0,0,92,1615,539,0,281,11,0,0,0,0,0,15,0,0,13,6,0,0,0,0
C.M. ANCIJE _per_2016-11,180,1256,34,0,20,12,839,874,14,180,3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,127,2,3,252,258,3,759,1898,5596,6114,469,461,615,607,16035,7848,3,14,0,8,0,0,0,78,1573,477,0,244,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0
C.M. ANCIJE _per_2016-12,143,1005,20,0,19,12,834,881,12,143,3830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,140,2,3,247,256,3,754,1885,4330,5448,158,155,254,249,15231,7702,4,10,0,28,0,0,0,32,1483,513,0,197,5,0,0,0,0,0,12,0,0,14,7,0,0,0,0
C.M. ANCIJE _per_2016-TOTAL,9994,25809,534,0,22,12,11482,11871,16,9995,54289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418,0,0,0,3194,2,3,3684,3744,3,11225,28119,66429,80321,5027,4923,4026,3911,200962,104962,173,254,0,253,0,0,0,1020,19878,5281,0,3650,97,0,0,0,0,0,84,0,0,149,77,0,0,0,0
C.M. APLAO _per_2016-01,456,456,19,0,2,2,118,150,2,456,592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,0,166,1,1,92,92,1,275,687,1397,1863,164,117,229,155,2088,640,37,84,22,4,64,2,0,111,120,0,84,0,0,0,0,0,2,0,0,0,35,0,2,1,0,0,0
C.M. APLAO _per_2016-02,263,263,20,0,2,2,120,120,2,263,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,0,0,0,110,1,1,86,86,1,257,642,684,1055,124,100,167,137,1971,696,0,76,15,2,46,0,0,109,81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
C.M. APLAO _per_2016-03,173,173,17,0,2,2,122,150,2,173,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,0,0,0,82,1,1,70,75,1,209,522,799,940,115,96,180,155,2109,921,43,70,21,4,55,0,0,65,20,0,77,0,0,0,3,0,0,0,0,0,28,0,1,1,0,0,0
C.M. APLAO _per_2016-04,121,121,10,0,2,2,116,132,2,121,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0,0,0,71,1,1,65,75,1,193,483,1243,1609,109,79,149,107,2189,970,40,84,11,16,62,1,0,79,68,0,95,0,0,0,2,0,2,0,0,0,9,0,1,1,0,0,0
C.M. APLAO _per_2016-05,111,111,10,0,2,2,122,153,2,111,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,68,1,1,68,75,1,204,509,1220,1437,62,46,95,68,2292,958,32,97,8,16,61,1,0,68,101,0,81,0,4,0,4,0,2,0,3,0,17,0,1,1,0,0,0
C.M. APLAO _per_2016-06,57,57,44,0,2,2,125,150,2,57,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,49,0,0,0,63,1,1,66,75,1,196,490,1056,1242,81,60,118,83,2532,1102,35,104,5,10,58,2,0,89,95,0,78,0,5,0,7,0,9,0,5,0,34,0,1,1,0,0,0
C.M. APLAO _per_2016-07,55,55,18,0,1,1,97,97,1,55,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,44,1,1,60,76,1,149,363,745,877,110,68,158,110,2746,1205,30,69,1,11,31,4,0,98,105,0,80,0,4,0,5,0,6,0,0,0,30,0,1,1,2,1,0
C.M. APLAO _per_2016-08,49,49,12,0,1,1,115,115,1,49,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,40,75,1,121,285,778,974,137,91,197,136,2999,1302,19,60,7,7,52,2,0,139,119,0,82,0,0,0,3,0,6,0,0,0,10,0,1,0,1,0,0
C.M. APLAO _per_2016-09,31,31,10,0,1,1,100,100,1,31,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,0,0,0,53,1,1,60,65,1,180,450,1086,1276,99,60,145,88,2162,677,18,32,8,16,57,3,0,129,117,0,94,0,5,0,3,0,7,0,4,0,21,0,1,0,1,0,0
C.M. APLAO _per_2016-10,42,42,18,0,1,1,100,100,1,42,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,58,1,1,75,75,1,225,526,817,1090,141,89,210,142,2050,682,25,39,19,0,76,1,0,100,112,0,86,0,9,0,4,0,3,0,6,0,13,0,1,1,1,0,0
C.M. APLAO _per_2016-11,33,33,12,0,1,1,99,100,1,33,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,0,0,136,1,1,137,137,1,412,1035,802,1083,0,0,0,0,2513,649,42,14,16,14,53,3,0,104,115,0,91,0,6,0,4,0,6,0,5,0,10,0,1,1,0,0,0
C.M. APLAO _per_2016-12,33,33,17,0,1,1,103,103,1,33,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,0,5,1,1,6,6,1,12,30,243,327,108,80,168,125,2593,654,8,22,4,8,34,0,0,67,113,0,80,0,9,0,6,0,5,0,2,0,0,0,1,1,0,0,0
C.M. APLAO _per_2016-TOTAL,1424,1424,207,0,2,2,1337,1470,2,1424,6711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,435,0,0,0,935,1,1,825,912,1,2433,6022,10870,13773,1250,886,1816,1306,28244,10456,329,751,137,108,649,19,0,1158,1166,0,928,0,42,0,41,0,48,0,25,0,207,0,13,10,5,1,0
C.M. ASCOPE _per_2016-01,776,777,23,0,3,2,196,197,7,776,963,20,0,0,620,26,569,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,215,10,0,0,183,1,1,86,92,1,270,668,920,2207,0,0,0,0,4804,2321,11,18,4,12,33,0,0,26,202,97,183,0,6,4,14,0,3,0,13,0,23,0,8,1,0,0,0
C.M. ASCOPE _per_2016-02,521,528,23,0,3,2,202,205,7,528,987,20,0,0,580,23,365,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,154,19,0,0,109,1,1,96,96,1,327,672,1230,2200,0,0,0,0,4772,2470,53,29,1,6,12,0,0,51,224,157,158,0,13,4,9,0,3,0,24,0,24,0,8,1,0,0,0
C.M. ASCOPE _per_2016-03,290,290,9,0,3,2,194,197,7,290,949,20,0,0,620,23,410,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,175,29,0,0,88,1,1,71,100,1,220,447,934,2452,0,0,0,0,4596,2425,28,14,2,13,33,3,0,39,227,92,0,0,0,0,0,0,3,0,0,0,33,0,8,1,0,0,0
C.M. ASCOPE _per_2016-04,231,231,25,0,3,2,208,210,7,231,1039,20,0,0,600,25,639,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,170,28,0,0,99,1,1,93,100,1,310,623,1028,2026,0,0,0,0,4901,2618,13,13,2,9,32,1,0,17,214,90,167,0,11,4,7,0,3,0,0,0,33,0,8,1,0,0,0
C.M. ASCOPE _per_2016-05,150,150,26,0,3,2,203,206,7,150,996,20,0,0,620,20,292,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,196,33,0,0,148,1,1,87,100,1,255,737,588,1620,0,0,0,0,4666,2606,30,24,2,2,30,2,0,14,299,97,14,0,9,0,0,0,0,0,0,4,0,0,8,1,0,0,0
C.M. ASCOPE _per_2016-06,119,119,18,0,3,2,189,194,7,120,935,20,0,0,600,23,486,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,140,29,0,0,169,1,1,91,96,1,266,815,751,1947,0,0,0,0,4220,2372,5,12,5,1,23,1,0,21,206,105,0,0,8,3,0,0,0,0,0,0,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-07,102,105,30,0,3,2,187,188,6,102,869,20,0,0,620,18,349,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,168,14,0,0,151,1,1,74,80,1,224,586,401,1176,0,0,0,0,4130,2411,49,8,4,1,27,2,0,16,195,28,0,0,8,3,0,0,0,0,20,12,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-08,91,91,26,0,3,2,200,202,6,94,952,20,0,0,620,19,370,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,154,22,0,0,76,1,1,46,52,1,131,342,578,1720,0,0,0,0,4596,2602,1,11,0,16,28,2,0,18,160,79,0,0,4,3,0,0,0,0,20,16,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-09,106,107,21,0,3,2,208,215,7,107,1050,19,0,0,570,26,432,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,210,31,0,0,115,1,1,81,96,1,256,693,1005,2138,0,0,0,0,4874,2807,17,12,1,0,37,2,0,30,227,75,0,0,8,4,0,0,0,0,21,23,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-10,86,86,17,0,3,2,202,205,7,87,987,20,0,0,620,22,572,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,171,53,0,0,74,1,1,83,88,1,275,797,1018,1841,38,38,0,0,4418,2538,12,52,4,17,29,1,0,0,205,142,0,0,1,4,0,0,0,0,0,5,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-11,100,100,26,0,3,2,212,205,7,100,1029,20,0,0,600,20,242,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,197,68,0,0,73,1,1,87,92,1,262,730,829,1904,72,72,0,0,4407,2668,1,48,1,3,29,4,0,18,203,145,0,0,5,4,0,0,0,0,24,16,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-12,73,76,30,0,3,2,187,209,7,73,892,20,0,0,620,11,348,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,156,47,0,0,58,1,1,71,80,1,228,466,495,1293,60,60,0,0,3887,2339,11,56,0,3,31,2,0,26,181,107,0,0,4,2,0,0,0,0,0,10,0,0,8,0,0,0,0
C.M. ASCOPE _per_2016-TOTAL,2645,2660,274,0,3,2,2388,2433,7,2658,11648,20,0,0,7290,256,5074,4988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,2106,383,0,0,1343,1,1,966,1072,1,3024,7576,9777,22524,170,170,0,0,54271,30177,231,297,26,83,344,20,0,276,2543,1214,522,0,77,35,30,0,12,0,122,86,113,0,96,5,0,0,0
C.M. AYAVIRI _per_2016-01,1578,1578,67,0,4,2,368,368,3,1578,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,1,2,106,106,2,318,816,2804,2841,0,0,0,0,3751,3330,0,486,31,12,150,6,0,429,1633,451,271,0,4,4,4,0,7,4,4,0,3,0,4,1,5,3,0
C.M. AYAVIRI _per_2016-02,744,744,66,0,4,2,305,305,3,744,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,0,305,1,2,173,180,2,519,1325,3006,3006,0,0,0,0,2918,2520,72,274,39,18,120,9,0,331,1606,356,284,0,3,4,1,0,8,4,4,1,3,0,3,1,4,2,0
C.M. AYAVIRI _per_2016-03,446,446,35,0,4,2,288,371,3,446,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,4,0,210,1,2,136,176,2,453,1149,2546,2546,0,0,0,0,2601,2348,87,382,11,20,122,10,0,363,1110,355,228,0,4,5,3,0,10,2,6,1,5,0,3,1,3,3,0
C.M. AYAVIRI _per_2016-04,413,413,32,0,4,2,284,365,3,413,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,331,1,2,164,200,2,527,1331,1935,1935,0,0,0,0,2694,2425,56,454,11,11,117,4,0,449,1473,442,207,0,4,5,3,0,0,4,10,1,4,0,4,1,3,4,0
C.M. AYAVIRI _per_2016-05,311,311,39,0,4,2,246,292,3,311,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,290,1,2,184,200,2,556,1418,1684,1684,0,0,0,0,3200,2904,57,561,22,13,130,2,0,393,1568,460,198,0,5,5,3,0,9,2,10,2,4,0,4,1,6,4,0
C.M. AYAVIRI _per_2016-06,227,227,31,0,4,2,281,355,3,227,1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,217,1,2,187,200,2,561,1431,1675,1675,0,0,0,0,2732,2472,53,170,14,13,157,8,0,0,1567,416,267,0,4,5,4,0,9,4,10,1,4,0,4,1,0,0,0
C.M. AYAVIRI _per_2016-07,178,178,31,0,4,2,213,246,2,178,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,212,1,2,184,184,2,552,1409,1493,1493,0,0,0,0,2554,2369,47,186,14,14,138,8,0,314,1139,360,299,0,3,5,7,0,10,4,5,1,4,0,4,1,6,3,0
C.M. AYAVIRI _per_2016-08,184,184,43,0,4,2,216,262,2,184,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,0,187,1,2,176,184,2,530,1351,1536,1536,0,0,0,0,2645,2341,65,167,6,23,106,7,0,266,1221,352,194,0,6,5,6,0,10,4,10,2,4,0,4,1,3,3,0
C.M. AYAVIRI _per_2016-09,192,192,48,0,4,2,308,308,2,192,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,6,0,155,1,2,199,200,2,598,1516,2052,2052,0,0,0,0,2922,2609,80,239,13,19,109,9,0,308,1571,285,290,0,7,6,10,0,10,4,18,1,6,0,5,1,4,3,0
C.M. AYAVIRI _per_2016-10,265,265,39,0,4,2,224,224,2,265,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,186,1,2,199,200,2,597,1516,2795,2795,0,0,0,0,2823,2620,64,215,14,15,109,6,0,426,1105,388,342,0,12,3,7,0,5,4,12,1,4,0,4,1,7,3,0
C.M. AYAVIRI _per_2016-11,169,169,40,0,4,2,283,283,3,169,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,2,0,158,1,2,200,200,2,602,1534,1606,1606,0,0,0,0,2954,2561,76,266,12,34,134,7,0,347,1125,405,564,0,4,12,7,0,8,4,4,2,4,0,4,2,6,3,0
C.M. AYAVIRI _per_2016-12,185,185,41,0,4,2,311,311,3,185,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,5,0,93,1,2,147,150,1,441,1135,1327,1327,0,0,0,0,2767,2425,184,237,12,21,129,4,0,178,961,229,571,0,4,7,8,0,14,4,10,2,8,0,3,2,3,1,0
C.M. AYAVIRI _per_2016-TOTAL,4892,4892,512,0,4,2,3327,3690,3,4892,18314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,87,41,47,0,2578,1,2,2055,2180,2,6254,15931,24459,24496,0,0,0,0,34561,30924,841,3637,199,213,1521,80,0,3804,16079,4499,3715,0,60,66,63,0,100,44,103,15,53,0,46,14,50,32,0
C.M. CAJABAMBA _per_2016-01,669,669,32,0,1,1,148,148,1,669,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,3,11,0,7,0,258,1,1,120,125,1,390,991,1663,2129,0,0,0,0,1586,1181,44,63,43,8,241,4,0,386,451,328,566,0,0,2,9,0,6,0,19,6,22,0,3,2,1,7,0
C.M. CAJABAMBA _per_2016-02,597,597,51,0,1,1,190,190,2,597,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,0,6,0,191,1,1,120,125,1,396,1013,2615,3131,35,29,70,58,1827,1387,48,42,62,0,236,6,0,414,672,291,347,0,0,1,5,0,6,0,18,0,9,0,3,2,1,14,0
C.M. CAJABAMBA _per_2016-03,451,451,74,0,1,1,192,192,2,451,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,15,0,12,0,161,1,1,115,115,1,374,956,1553,2048,17,14,34,28,1968,1517,55,154,36,10,209,6,0,355,626,323,558,0,0,7,10,0,4,0,21,7,12,0,3,2,1,12,0
C.M. CAJABAMBA _per_2016-04,462,463,51,0,1,1,200,200,2,463,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,1,0,13,18,1,11,0,146,1,1,125,125,1,392,1006,1603,1981,0,0,0,0,2399,1756,57,144,46,6,218,8,0,350,536,322,611,0,8,23,10,0,8,0,19,4,21,0,3,2,5,10,0
C.M. CAJABAMBA _per_2016-05,282,282,64,0,1,1,189,189,2,282,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,19,0,9,0,163,1,1,120,120,1,321,926,1017,1157,5,3,10,6,2106,1650,0,88,20,2,206,8,0,320,603,226,505,0,2,0,10,0,8,0,19,5,16,0,3,2,0,0,0
C.M. CAJABAMBA _per_2016-06,239,239,54,0,1,1,174,192,2,239,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,5,0,70,1,1,30,30,1,120,312,1371,1654,42,42,82,82,2263,1846,25,72,36,6,250,2,0,292,407,342,446,0,2,4,10,0,10,0,26,5,25,0,3,2,0,1,0
C.M. CAJABAMBA _per_2016-07,275,275,128,0,1,1,196,200,2,275,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,0,1,0,205,1,1,115,115,1,401,1020,2081,2313,54,46,108,92,2121,1601,48,96,48,0,237,7,0,321,637,337,520,0,2,4,12,0,8,0,25,8,29,0,3,2,0,0,0
C.M. CAJABAMBA _per_2016-08,222,222,70,0,1,1,194,198,2,222,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,1,10,0,164,1,1,115,115,1,382,980,2137,2574,65,56,134,116,2320,1669,54,77,28,1,278,8,0,280,662,326,501,0,2,4,15,0,8,0,17,7,22,0,3,2,0,2,0
C.M. CAJABAMBA _per_2016-09,209,209,77,0,1,1,196,200,2,209,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,3,1,0,11,20,1,9,0,162,1,1,125,125,1,390,987,1901,2281,32,31,64,62,2036,1556,39,69,20,0,246,9,0,86,600,362,500,0,2,4,12,0,8,0,58,20,21,0,3,2,0,0,0
C.M. CAJABAMBA _per_2016-10,155,155,67,0,1,1,180,192,2,155,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,9,21,1,2,0,172,1,1,125,125,1,398,1013,1812,2159,19,19,38,38,2008,1558,51,53,32,9,263,11,0,316,562,288,443,0,4,9,15,0,8,0,37,9,14,0,3,2,0,1,0
C.M. CAJABAMBA _per_2016-11,131,131,47,0,1,1,165,184,2,131,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,8,11,0,11,0,80,1,1,56,60,1,215,545,1435,1740,21,20,42,40,1912,1568,101,58,16,6,213,12,0,313,431,318,376,0,2,4,7,0,8,0,31,5,16,0,3,2,0,3,0
C.M. CAJABAMBA _per_2016-12,76,76,33,0,1,1,120,120,1,76,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,1,0,3,7,0,6,0,115,1,1,115,120,1,345,880,1684,1960,9,9,18,18,1362,1011,199,37,16,0,212,4,0,236,452,302,333,0,2,3,14,0,8,0,21,0,24,0,3,2,0,0,0
C.M. CAJABAMBA _per_2016-TOTAL,3768,3769,748,0,1,1,2144,2205,2,3769,12434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,11,0,11,1,0,97,181,4,89,0,1887,1,1,1281,1300,1,4124,10629,20872,25127,299,269,600,540,23908,18300,721,953,403,48,2809,85,0,3669,6639,3765,5706,0,26,65,129,0,90,0,311,76,231,0,36,24,8,50,0
C.M. CALCA _per_2016-01,762,765,45,0,2,1,179,179,2,765,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,0,3,0,138,1,1,48,48,1,152,383,1278,1480,184,184,184,184,2654,2155,47,87,18,1,79,8,0,0,259,0,278,0,0,0,2,0,4,0,0,0,0,0,2,1,0,0,0
C.M. CALCA _per_2016-02,479,482,30,0,2,1,167,167,2,482,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,4,0,180,1,1,100,100,1,310,766,1487,1655,55,55,55,55,2397,1951,56,59,19,36,76,3,0,0,246,0,283,0,0,0,8,0,4,0,1,0,0,0,2,1,0,0,0
C.M. CALCA _per_2016-03,333,337,41,0,3,2,182,182,3,337,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,1,0,131,1,1,92,92,1,300,756,1296,1386,101,101,101,101,2495,2054,70,87,15,15,75,6,0,0,186,0,297,0,0,0,5,0,5,0,1,0,3,0,2,1,0,0,0
C.M. CALCA _per_2016-04,257,259,36,0,3,2,185,185,3,259,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,0,6,0,115,1,1,100,100,1,292,690,1181,1219,111,111,111,111,2606,2153,62,62,11,11,59,4,0,0,167,0,288,0,0,0,6,0,5,0,0,0,3,0,2,1,0,0,0
