,Consultas,Consultas de Atención Inmediata,Consultantes al Establecimiento,Consultantes Nuevos,Consultantes Asegurados,Médicos,Horas Médicas Programadas,Horas Médicas Efectivas,Consultorios Fisicos,Consultorios Funcionales,Egresos,Estancias,Pacientes dias,Dias cama disponible,Camas hospitalarias,Def. antes 48 hrs,Def. despues 48 hrs,Reingresos,Total I.Q.,Cirugia Mayor de AC,Cirugia Menor de MC,Cirugia Mayor de BC,Cirugia Menor de AR,Cirugia Menor de BR,Horas Uso Sala,Horas Programadas,Salas Quirúrgicas,Operaciones Suspendidas,Intervenciones Q Programadas,Total partos,Partos sin complicación,Partos con complicación,Sala de partos,Cesareas,Nacimientos,Nacidos vivos,Total de atenciones,Prioridad I,Prioridad II,Prioridad III,Prioridad IV,Sesiones Odontológicas,Trabajos Odontológicos,Consultantes de odontología,Odontólogos,Horas odontológicas efecivas,Horas odontológicas programadas,Consultorios fisicos Odontólogi,Consultorios funcional Odontó ,Recetas despachadas,Recetas despachadas C E,Análisis de laboratorio,Análisis de laboratorio C E,Exámenes radiológicos,Exámenes radiológicos C E,Placas radiológicas,Placas radiológicas C E,Mamografias Preventivas,Muestras Porcesas x PAP,3era. Dosis Pentavalente,Primera Consulta Médico Prev,Control de Enfermería,Control de nutrición,Control de Trabajo Social,Educación Grupal de enfermería,Educación Grupal de Nutrución,Educación Grupal Trabajo Social,Educación Grupal de Obstetricia,Psicoprofilaxis de Nutrición,Psicoprofilaxis de Obstetricia,Visitas Domiciliarias de Enferm,Visitas Domiciliarias de Nutric,Visitas Domiciliarias de Obstet,Visitas Domiciliarias de T S,Psicoprofilaxis de Enfermería,Atenciones Psicología,Psicoprofilaxis de Psicología,Visitas Domiciliarias de Psicol
C.M.-CARAZ_per_2017-12,1202,,169,62,169,4,233,233,2,3,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,148,0,2,145,1,293,701,105,1,102,102,1,1,3436,2233,966,262,96,92,109,106,30,78,5,84,754,187,,0,0,,8,,3,1,0,4,,,202,,0
C.M.-CARHUAZ_per_2017-01,835,,763,29,763,2,156,156,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,118,,2,114,2,344,978,214,1,150,150,1,1,1926,1469,916,406,,,,,16,56,4,92,876,212,,5,1,,8,,9,5,0,,,,,,
C.M.-CARHUAZ_per_2017-02,810,,514,27,514,2,154,151,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,109,,1,103,5,239,663,111,1,108,114,1,1,1744,1346,955,391,,,,,3,64,4,65,814,218,,5,1,,1,,11,5,0,,,,,,
C.M.-CARHUAZ_per_2017-03,1018,,533,50,533,3,214,199,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,135,,9,122,4,424,1178,169,1,138,138,1,1,2113,1711,1254,640,,,,,14,64,5,66,936,247,,6,2,,1,,2,5,0,,,,,,
C.M.-CARHUAZ_per_2017-04,1008,,361,49,361,3,238,230,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,125,,7,115,3,281,804,93,1,126,132,1,1,1992,1645,1069,340,,,,,9,49,6,58,850,187,,5,1,,1,,1,5,0,,,,,,
C.M.-CARHUAZ_per_2017-05,970,,341,57,341,3,235,212,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,115,,9,106,0,315,902,101,1,144,150,1,1,2057,1742,853,310,,,,,5,49,8,44,948,179,,5,0,,0,,2,5,0,,,,,,
C.M.-CARHUAZ_per_2017-06,796,,201,39,201,2,148,141,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,116,,7,109,0,284,743,75,1,138,150,1,1,2061,1648,366,131,,,,,2,46,5,21,707,138,,5,2,,0,,2,9,0,,,,,,
C.M.-CARHUAZ_per_2017-07,950,,276,58,276,3,217,192,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,137,,13,124,0,195,446,58,1,66,108,1,1,2450,1990,559,175,,,,,1,41,3,77,946,163,,5,2,,0,,2,5,10,,,,,,
C.M.-CARHUAZ_per_2017-08,1116,,313,36,313,3,228,208,2,3,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,97,,4,93,0,376,1084,68,2,208,208,1,2,2221,1819,659,128,,,,,2,41,7,63,1012,133,,5,0,,0,,2,7,12,,,,,,
C.M.-CARHUAZ_per_2017-09,907,,129,60,129,3,196,184,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,128,,0,125,3,391,712,138,2,130,176,1,2,2602,1672,507,366,,,,,0,41,4,97,918,157,,5,2,,0,,2,5,11,,,,,,
C.M.-CARHUAZ_per_2017-10,1013,,230,92,230,3,290,211,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,142,,26,12,104,473,1083,74,2,158,200,1,2,3143,2373,535,430,,,,,0,34,8,63,893,142,,5,2,,0,,6,5,12,,,,,,
C.M.-CARHUAZ_per_2017-11,984,,89,41,89,3,251,196,2,3,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,153,,55,13,85,432,731,61,2,144,168,1,2,2278,1686,412,312,,,,,0,25,11,11,765,199,,5,1,,0,,4,10,12,,,,,,
C.M.-CARHUAZ_per_2017-12,602,,113,59,113,2,140,129,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,112,,59,11,42,323,838,81,2,108,132,1,2,1941,1385,214,150,,,,,4,32,9,5,598,140,,5,2,,0,,6,5,11,,,,,,
C.M.-CASAPALCA_per_2017-01,1080,,541,99,541,2,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,15,36,,224,1314,162,1,100,100,1,2,1382,1213,,,82,77,82,77,0,9,2,99,541,,,12,,,3,,1,44,,3,,,,,
C.M.-CASAPALCA_per_2017-02,1104,,541,67,541,1,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,8,27,,245,1398,137,1,100,100,1,2,1305,1125,,,62,59,62,59,0,9,0,67,610,,,12,,,3,,3,44,,9,,,,,
C.M.-CASAPALCA_per_2017-03,944,,457,66,457,2,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,27,98,,150,773,91,1,100,100,1,2,1347,1058,,,52,51,52,51,0,9,2,67,334,,,12,,,4,,2,44,,8,,,,,
C.M.-CASAPALCA_per_2017-04,1192,,511,69,511,2,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,16,44,,151,858,81,1,100,100,1,2,1499,1304,,,71,63,71,63,1,11,2,69,655,,,12,,,2,,1,44,,8,,,,,
C.M.-CASAPALCA_per_2017-05,1382,,496,93,496,2,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,31,15,,287,1144,112,1,100,100,1,2,1667,1450,,,69,62,70,63,5,15,2,93,820,,,12,,,5,,0,44,,20,,,,,
C.M.-CASAPALCA_per_2017-06,1324,,420,82,420,2,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,7,27,,270,1046,86,1,100,100,1,2,1771,1576,,,68,53,68,53,4,16,3,82,574,,,12,,,4,,0,44,,22,,,,,
C.M.-CASAPALCA_per_2017-07,1021,,314,72,314,1,150,150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,4,51,,226,950,70,1,100,100,1,2,1499,1240,,,58,35,58,35,0,20,0,72,564,,,12,,,4,,0,44,,20,,,,,
C.M.-CASAPALCA_per_2017-08,1182,,336,110,336,1,150,150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,6,48,,259,1144,90,1,100,100,1,2,1891,1605,,,0,0,0,0,0,23,0,110,691,,,13,,,5,,1,44,,15,,,,,
C.M.-CASAPALCA_per_2017-09,991,,314,71,314,1,150,150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,11,47,,220,930,55,1,100,100,1,2,1392,1165,,,91,66,91,66,2,16,0,71,579,,,12,,,3,,1,44,,15,,,,,
C.M.-CASAPALCA_per_2017-10,1148,,269,115,269,1,150,150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,23,31,,336,1688,87,1,100,100,1,2,1703,1379,,,96,58,96,58,3,16,1,115,625,,,12,,,3,,1,44,,23,,,,,
C.M.-CASAPALCA_per_2017-11,1094,,222,90,222,1,150,150,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,26,67,,276,1372,79,1,100,100,1,2,1611,1281,,,119,37,119,37,0,15,0,90,578,,,12,,,5,,0,44,,15,,,,,
C.M.-CASAPALCA_per_2017-12,172,,29,10,29,2,200,200,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,535,,57,478,,76,386,38,1,100,100,1,2,1011,597,,,56,19,56,19,0,13,2,10,154,,,12,,,1,,0,44,,5,,,,,
C.M.-CASMA_per_2017-01,1659,,1233,31,1233,4,324,324,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,657,,73,584,,343,863,223,1,96,96,1,1,5268,3354,2184,2026,188,147,189,148,15,35,9,12,2055,307,,8,4,,6,,3,1,0,3,,,,,
C.M.-CASMA_per_2017-02,1542,,714,37,714,4,292,292,2,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,630,,71,559,,278,700,133,1,80,80,1,1,4662,2922,2561,2434,204,159,214,163,18,79,11,27,1646,301,,10,1,,6,,4,3,0,2,,,,,
C.M.-CASMA_per_2017-03,1573,,567,38,567,4,308,308,2,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,627,,77,550,,260,655,100,1,72,80,1,1,5029,3233,1885,1764,140,105,152,111,0,88,14,27,1529,300,,17,3,,6,,3,6,0,6,,,,,
C.M.-CASMA_per_2017-04,1660,,444,36,444,4,316,316,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,640,,59,581,,334,817,119,1,92,92,1,1,5193,3177,2105,1944,153,131,161,138,16,20,10,39,1826,300,,11,0,,6,,3,14,0,2,,,,,
C.M.-CASMA_per_2017-05,1816,,443,45,443,5,336,336,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,530,,48,482,,345,864,108,1,96,96,1,1,5041,3402,2755,2612,221,201,231,209,28,100,8,68,1956,310,,10,16,,3,,2,3,0,2,,,,,
C.M.-CASMA_per_2017-06,1757,,347,43,347,5,316,316,2,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,535,,35,500,,322,814,125,1,92,92,1,1,5096,3384,2863,2777,231,186,251,196,2,79,13,137,2309,396,,13,15,,4,,3,0,0,3,,,,,
C.M.-CASMA_per_2017-07,1750,,323,56,323,4,334,334,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,551,,110,441,,310,778,65,1,92,96,1,1,5069,3459,2187,2043,196,160,208,167,34,117,10,58,1856,318,,10,6,,6,,3,7,0,2,,,,,
C.M.-CASMA_per_2017-08,1473,,256,54,256,5,282,282,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,521,,67,454,,346,874,128,1,92,92,1,1,4863,3158,2329,2212,198,161,207,167,1,100,14,23,1197,321,,9,4,,6,,3,10,0,4,,,,,
C.M.-CASMA_per_2017-09,1881,,304,54,304,5,352,352,2,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,586,,63,523,,349,877,118,1,96,100,1,1,5647,3821,2733,2580,229,197,239,203,22,79,12,28,1600,318,,9,6,,3,,2,5,1,5,,,,,
C.M.-CASMA_per_2017-10,1829,,262,51,262,5,348,348,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,688,,87,601,,170,430,65,1,48,52,1,1,5669,3751,3149,3038,184,163,194,170,25,137,12,17,1829,272,,8,5,,4,,3,2,0,4,,,,,
C.M.-CASMA_per_2017-11,1712,,157,76,157,5,320,320,2,4,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,697,,71,626,,324,813,107,1,96,96,1,1,5890,3748,2795,2734,195,170,200,175,27,94,12,13,2206,177,,3,0,,4,,4,3,0,1,,,,,
C.M.-CASMA_per_2017-12,1474,,122,56,122,5,280,280,2,4,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,807,,102,705,,285,717,72,1,84,84,1,1,5673,3358,2950,2795,159,128,169,135,34,103,5,5,1691,293,,8,4,,4,,3,0,0,0,,,,,
C.M.-CAYALTI_per_2017-01,1998,,1735,78,1735,5,402,340,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,405,,53,352,0,189,341,130,1,63,68,1,1,9346,7717,1062,776,215,177,261,211,1,51,8,7,1235,319,172,8,5,12,13,0,1,2,10,6,8,7,,,
C.M.-CAYALTI_per_2017-02,564,,323,22,323,4,388,112,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,15,138,0,15,30,10,1,5,96,1,1,1648,1488,0,0,16,14,16,14,2,0,3,0,475,0,0,0,0,0,10,0,0,24,0,13,0,0,,,
C.M.-CAYALTI_per_2017-03,1450,,639,36,639,4,297,290,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,228,,41,187,0,187,348,119,1,62,80,1,1,7000,5955,1000,561,145,136,187,177,11,0,14,0,386,324,93,0,5,4,13,0,1,0,8,6,3,0,,,
C.M.-CAYALTI_per_2017-04,1648,,569,46,569,4,345,329,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,57,268,2,110,197,66,1,36,92,1,1,7623,6341,2408,1076,99,84,127,98,16,112,2,0,1019,302,134,4,6,10,13,4,1,6,8,2,10,4,,,
C.M.-CAYALTI_per_2017-05,1623,,399,46,399,4,326,324,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,447,,73,374,0,168,313,89,1,56,92,1,1,7135,5882,2355,1288,155,117,222,162,25,57,6,0,1107,273,187,0,4,10,22,0,0,11,10,4,15,0,,,
C.M.-CAYALTI_per_2017-06,1629,,389,62,389,6,330,325,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,335,,43,292,0,235,434,117,1,78,96,1,1,7110,5808,1926,1291,167,129,222,164,10,72,6,31,810,292,198,0,5,10,6,0,9,8,10,12,10,6,,,
C.M.-CAYALTI_per_2017-07,1523,,279,59,279,5,329,304,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,391,,68,323,0,200,365,94,1,66,100,1,1,5190,4201,2185,1253,93,71,130,93,9,67,7,0,1069,284,216,8,5,10,26,1,6,6,10,8,10,6,,,
C.M.-CAYALTI_per_2017-08,1986,,376,76,376,6,432,397,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,52,319,0,11,22,9,1,6,6,1,1,6923,6096,2450,1194,126,104,192,157,38,86,8,0,1241,206,136,7,5,10,38,6,10,5,8,7,5,6,,,
C.M.-CAYALTI_per_2017-09,2060,,287,70,287,6,445,412,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,310,,39,271,0,283,531,134,1,94,96,1,1,7030,5861,2423,1161,206,173,338,282,38,90,6,0,1766,335,259,0,5,10,50,5,10,10,10,7,11,6,,,
C.M.-CAYALTI_per_2017-10,2023,,277,68,277,5,447,404,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,313,,42,271,0,240,431,107,1,80,96,1,1,7173,6116,2209,1225,202,173,309,257,21,89,8,0,1200,247,108,0,5,10,56,5,10,10,10,7,7,4,,,
C.M.-CAYALTI_per_2017-11,1553,,173,38,173,6,305,305,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,506,,36,470,0,267,474,111,1,89,100,1,1,7036,5298,2401,1216,181,149,265,208,17,401,7,0,973,281,233,1,4,10,52,3,10,5,8,7,10,1,,,
C.M.-CAYALTI_per_2017-12,1574,,147,38,147,6,323,314,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,34,414,0,203,354,77,1,67,95,1,1,6081,4834,2196,1393,185,135,277,204,24,64,8,0,1110,230,124,1,5,10,28,4,6,5,10,8,10,1,,,
C.M.-CELENDIN_per_2017-01,1465,,1152,358,1152,3,300,296,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,15,,1,14,0,779,2002,432,2,198,200,1,1,391,215,2035,1896,45,45,90,90,20,70,4,199,1477,321,,9,7,,5,,6,18,11,8,,0,323,,8
C.M.-CELENDIN_per_2017-02,1428,,885,356,885,3,300,295,2,2,,,,,,,,,,,,,,,,,,,,4,4,,1,,4,4,26,,3,19,4,772,1843,320,2,152,196,1,1,2978,2635,2459,2170,40,40,80,80,11,85,6,185,1045,297,,3,8,,4,,6,3,0,7,,0,213,,8
C.M.-CELENDIN_per_2017-03,1252,,659,464,659,3,300,276,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,17,,1,12,4,518,1001,276,2,132,200,1,1,2312,2089,1843,1624,65,65,130,130,10,0,8,151,800,250,,5,20,,4,,4,0,15,7,,0,213,,8
C.M.-CELENDIN_per_2017-04,1091,,509,350,509,3,288,234,2,2,,,,,,,,,,,,,,,,,,,,4,4,,1,,4,4,19,,1,15,3,435,881,192,2,145,218,1,1,2154,1839,1204,1022,60,60,120,120,8,65,10,159,655,221,,9,20,,20,,8,3,5,6,,0,196,,11
C.M.-CELENDIN_per_2017-05,1206,,468,80,468,3,306,255,2,2,,,,,,,,,,,,,,,,,,,,2,2,,1,,2,2,24,,0,6,18,522,1026,218,2,174,204,1,1,2687,2422,1289,1122,70,70,140,140,8,0,4,139,717,194,,12,10,,12,,8,18,6,8,,4,255,,12
C.M.-CELENDIN_per_2017-06,1048,,301,71,301,3,300,217,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,22,,2,4,16,467,935,180,2,116,200,1,1,2923,2630,1228,1063,50,50,100,100,0,59,10,144,726,266,,7,13,,7,,6,17,6,6,,0,284,,13
C.M.-CELENDIN_per_2017-07,1082,,293,63,293,3,276,225,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,18,,0,3,15,390,815,128,2,97,168,1,1,2852,2606,1153,1007,58,58,118,118,1,0,2,120,667,303,,2,12,,10,,6,29,5,8,,0,273,,15
C.M.-CELENDIN_per_2017-08,1102,,251,92,251,3,238,197,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,39,,0,12,27,631,1297,226,2,157,196,1,1,3051,2563,1649,1498,63,63,126,126,10,0,12,139,748,336,,14,11,,5,,8,2,4,10,,0,506,,19
C.M.-CELENDIN_per_2017-09,1049,,150,59,150,3,256,225,2,2,,,,,,,,,,,,,,,,,,,,2,2,,1,,2,2,20,,0,4,16,286,489,83,2,71,136,1,1,2619,2366,1283,1157,59,59,121,121,5,116,1,96,569,274,,5,5,,6,,7,7,12,16,,0,559,,22
C.M.-CELENDIN_per_2017-10,1079,,182,67,182,3,238,223,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,25,,0,5,20,439,882,124,2,108,188,1,1,3078,2689,2509,2310,53,53,107,107,10,1,15,116,728,221,,1,5,,5,,7,11,6,8,,0,488,,0
C.M.-CELENDIN_per_2017-11,995,,221,77,221,3,204,201,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,25,,0,1,24,390,680,122,2,97,196,1,1,3570,3188,1876,1698,30,30,60,60,0,0,3,107,875,270,,18,10,,5,,8,6,7,5,,0,472,,6
C.M.-CELENDIN_per_2017-12,927,,152,54,152,2,179,170,2,2,,,,,,,,,,,,,,,,,,,,0,0,,1,,0,0,32,,1,7,24,290,531,88,2,71,172,1,1,3081,2660,1225,1127,26,26,52,52,5,106,8,66,631,261,,4,5,,3,,8,4,6,4,,0,442,,6
C.M.-CHOTA_per_2017-01,939,,711,26,711,2,168,168,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,215,,11,199,5,335,1159,278,1,108,108,1,1,2936,1819,2372,1576,556,542,200,188,1,60,13,33,415,382,,0,0,,1,,11,,3,0,,,,,
C.M.-CHOTA_per_2017-02,995,,577,35,577,2,201,199,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,180,,3,165,12,329,901,176,1,96,96,1,1,2722,1833,2050,1422,2,0,2,0,2,72,12,49,409,354,,1,3,,1,,9,,3,0,,,,,
C.M.-CHOTA_per_2017-03,1068,,387,34,387,2,225,213,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,204,,6,191,7,347,862,178,1,115,115,1,1,3961,2746,3036,2207,183,162,272,241,5,24,10,59,427,385,,8,4,,1,,17,,0,0,,,,,
C.M.-CHOTA_per_2017-04,1051,,364,28,364,2,211,210,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,216,,1,207,8,237,619,109,1,79,92,1,1,3521,2379,2654,1790,128,121,237,226,89,172,7,54,362,283,,2,10,,0,,10,,0,0,,,,,
C.M.-CHOTA_per_2017-05,1127,,311,35,311,2,222,222,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,248,,7,238,3,252,737,121,1,84,103,1,1,3809,2486,2339,1545,261,223,382,328,2,57,5,98,449,375,,2,5,,1,,15,,0,0,,,,,
C.M.-CHOTA_per_2017-06,913,,218,39,218,2,257,182,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,255,,9,233,13,222,605,101,1,74,99,1,1,4657,1929,2050,1139,235,218,336,315,6,74,10,30,395,311,,0,1,,1,,16,,10,0,,,,,
C.M.-CHOTA_per_2017-07,985,,177,29,177,2,194,194,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,225,,11,198,16,465,1436,200,2,155,175,1,2,3106,1734,2157,1464,208,187,308,275,11,65,10,48,503,377,,0,3,,1,,16,,3,0,,,,,
C.M.-CHOTA_per_2017-08,1033,,155,24,155,2,196,196,2,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,194,,7,174,13,606,1658,168,2,200,200,1,2,3777,2424,2880,2076,245,233,355,339,12,60,6,81,541,354,,0,2,,3,,23,,2,538,,,,,
C.M.-CHOTA_per_2017-09,921,,131,33,131,2,208,184,2,2,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,1,198,,3,190,5,431,1243,103,2,143,190,1,2,2741,1749,2716,1497,272,250,408,375,2,45,10,63,409,329,,0,4,,4,,23,,0,0,,,,,
C.M.-CHOTA_per_2017-10,875,,133,28,133,3,254,175,3,2,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,138,,7,128,3,274,688,81,2,91,194,1,2,2855,1782,1774,1125,0,0,0,0,30,40,13,30,452,195,,3,3,,2,,19,,4,329,,,,,
C.M.-CHOTA_per_2017-11,1187,,186,53,186,3,275,237,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,204,,4,193,7,380,846,83,2,126,198,1,2,4527,2998,1942,1417,0,0,0,0,11,50,10,86,443,229,,1,2,,0,,15,,2,0,,,,,
C.M.-CHOTA_per_2017-12,910,,130,32,130,3,201,181,2,3,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,176,,4,154,18,330,744,81,2,110,182,1,2,3197,2448,2511,2112,0,0,0,0,16,62,10,14,272,161,,0,3,,4,,16,,1,0,,,,,
C.M.-COISHCO_per_2017-01,2750,,2120,108,2120,9,508,484,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1686,,25,1368,293,151,425,141,1,48,48,1,1,11385,5204,641,525,311,226,420,319,50,285,14,242,1362,456,572,20,4,3,55,,8,7,0,30,11,,143,,
C.M.-COISHCO_per_2017-02,2865,,1504,106,1504,9,440,434,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1828,,26,1484,318,311,876,224,1,100,108,1,1,11817,5156,771,665,228,228,308,308,42,204,10,200,1346,450,553,21,6,5,55,,8,15,0,75,3,,117,,
C.M.-COISHCO_per_2017-03,2404,,842,91,842,9,464,450,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2037,,36,1806,195,269,738,170,1,100,104,1,1,12739,5594,727,581,233,185,323,262,0,175,10,223,1199,451,428,20,4,4,55,,8,9,10,30,7,,100,,
C.M.-COISHCO_per_2017-04,2345,,566,69,566,9,422,406,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1777,,11,1465,301,295,807,145,1,92,92,1,1,11238,4957,597,488,224,186,292,246,57,156,14,331,1014,404,474,20,0,2,49,,8,9,4,31,12,,93,,
C.M.-COISHCO_per_2017-05,2518,,463,79,463,9,468,464,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,,12,1219,150,317,854,133,1,99,114,1,1,11142,5591,523,411,298,261,408,359,63,174,4,269,1185,376,598,16,4,12,60,,8,8,0,36,10,,112,,
C.M.-COISHCO_per_2017-06,2386,,400,80,400,9,428,426,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,,18,1091,229,332,884,146,1,96,100,1,1,10568,5417,576,449,301,256,396,343,19,169,12,175,1387,372,435,23,4,4,58,,6,7,0,17,5,,0,,
C.M.-COISHCO_per_2017-07,2058,,317,140,317,9,336,326,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,,22,1229,262,279,774,115,1,92,100,1,1,10513,4680,564,451,224,176,306,244,54,112,19,140,1389,189,491,21,2,3,52,,8,13,0,41,5,,0,,
C.M.-COISHCO_per_2017-08,2385,,365,102,365,9,376,376,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,906,,13,605,288,329,880,174,1,112,140,1,1,11070,5295,679,561,276,236,356,308,22,107,18,168,1325,368,494,20,4,4,54,,8,12,0,12,5,,0,,
C.M.-COISHCO_per_2017-09,2687,,321,107,321,10,522,472,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,,8,938,392,577,1560,222,2,194,202,1,2,11871,5350,682,563,276,218,360,287,49,94,9,234,1114,468,464,18,4,5,54,,8,1,0,24,5,,0,,
C.M.-COISHCO_per_2017-10,2688,,462,94,462,10,490,472,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,30,428,882,682,1642,186,2,202,202,1,2,13793,6175,545,467,311,248,401,323,16,29,11,336,1149,369,486,21,4,5,48,,8,7,0,18,5,,0,,
C.M.-COISHCO_per_2017-11,3305,,502,108,502,10,664,644,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,,34,422,1031,674,1486,215,2,230,244,1,2,14562,7627,604,475,333,293,429,378,32,56,9,370,1121,412,486,21,4,3,43,,8,9,0,30,5,,0,,
C.M.-COISHCO_per_2017-12,2493,,312,122,312,10,536,498,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,628,,17,444,167,543,1345,146,2,214,250,1,2,11714,5580,587,441,260,218,319,266,63,35,20,238,1211,450,500,21,4,3,45,,8,10,0,18,5,,0,,
C.M.-CONCEPCION_per_2017-01,943,,840,19,840,2,192,188,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,309,778,264,1,100,100,1,1,1878,1405,750,585,,,,,0,62,7,45,664,,,8,,,3,,4,6,,0,,,35,,
C.M.-CONCEPCION_per_2017-02,985,,539,33,539,2,200,197,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,9,,307,785,191,1,100,100,1,1,1904,1407,1653,1463,,,,,20,63,7,31,697,,,6,,,3,,4,8,,0,,,45,,
C.M.-CONCEPCION_per_2017-03,947,,397,27,397,2,196,189,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,305,762,168,1,100,100,1,1,1988,1454,1493,1350,,,,,18,87,7,29,629,,,12,,,4,,4,13,,2,,,40,,
C.M.-CONCEPCION_per_2017-04,987,,307,33,307,2,200,197,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,7,,269,697,140,1,90,100,1,1,2001,1528,1303,1197,,,,,45,88,8,31,653,,,10,,,3,,4,10,,2,,,22,,
C.M.-CONCEPCION_per_2017-05,978,,296,38,296,2,200,195,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,15,,273,694,120,1,91,100,1,1,2169,1636,874,725,,,,,15,45,7,22,624,,,10,,,0,,4,10,,0,,,30,,
