,CONSULTANTES ASEGURADOS,CONSULTANTES DEL SERVICIO,CONSULTANTES NUEVOS,CONSULTAS CAI,CONSULTORIO FUNCIONAL,CONSULTORIOS FISICOS,HORAS MEDICAS EFECTIVAS,HORAS MEDICAS PROGRAMADAS,MEDICOS,TOTAL CONSULTANTES,TOTAL CONSULTAS,CAMAS HOSPITALARIAS,DEFUNCIONES ANTES 48 HORAS,DEFUNCIONES DESPUES 48 HORAS,DIAS CAMA DISPONIBLES,EGRESOS,ESTANCIA,PACIENTES DIA,REINGRESOS,PACIENTE DIA UNIDAD CORONARIA,CIRUGIA MAYOR ALTA COMPLEJIDAD,CIRUGIA MAYOR BAJA COMPLEJIDAD,CIRUGIA MAYOR MEDIANA COMPLEJIDAD,CIRUGIA MENOR ALTO REQUERIMIENTO,CIRUGIA MENOR BAJO REQUERIMIENTO,HORAS PROGRAMADAS INTERVENCION QUIRURGIC,HORAS USO DE SALA,INTERVENCION QUIRURGICA PROGRAMADAS,INTERVENCIONES QUIRURGICAS SUSPENDIDAS,SALAS QUIRURGICAS FUNCIONALES,CESAREAS,NACIDOS VIVOS,NACIMIENTOS,PARTOS CON COMPLICACION,PARTOS SIN COMPLICACION,N° SALAS DE PARTOS,PACIENTE DIA - PARTOS COMPLICADOS,PACIENTE DIA - PARTOS SIN COMPLICACIÓN,ATENCIONES DE EMERGENCIA I,ATENCIONES DE EMERGENCIA II,ATENCIONES DE EMERGENCIA III,ATENCIONES DE EMERGENCIA IV,PACIENTE DIA <=24 HORAS,PACIENTE DIA > 24 HORAS,CONSULTANTES ODONTOLOGICOS,CONSULTORIOS FISICOS ODONTOLOGIA,CONSULTORIOS FUNCIONALES ODONTOLOGIA,HORAS ODONTOLOGICAS EFECTIVAS,HORAS ODONTOLOGICAS PROGRAMADAS,ODONTOLOGOS,SESIONES ODONTOLOGICAS,TRABAJOS ODONTOLOGICOS,ANALISIS LABORATORIO CE,EXAMENES DE LABORATORIO,EXAMENES RADIOLOGICOS,EXAMENES RADIOLOGICOS CE,PLACAS RADIOLOGICAS,PLACAS RADIOLOGICAS CE,RECETAS DESPACHADAS,RECETAS DESPACHADAS CE,MENORES 1 AÑO TERCERA DOSIS PENTAVALENTE,MAMOGRAFIAS PREVENTIVAS 40 A 65 (RESULTA,MUESTRAS PROCESADAS X PAP CERVICO VAGINA,PRIMERA CONSULTA EXTERNA M. PREVENTIVA,CRED ADOLESCENTES,CRED NIÑOS,ACTIVIDADES EDUCACION GRUPAL TS,ATENCIONES PSICOLOGICAS,CONTROL DE ENFERMERIA,CONTROL DE NUTRICION,CONTROL DE OBSTETRICIA,CONTROL DE TRABAJO SOCIAL,EDUCACION GRUPAL DE ENFERMERIA,EDUCACION GRUPAL DE NUTRICION,EDUCACION GRUPAL DE OBSTETRICIA,PSICOPROFILAXIS DE NUTRICION,PSICOPROFILAXIS DE OBSTETRICIA,PSICOPROFILAXIS ENFERMERIA,VISITAS DOMICILIARIAS,VISITAS DOMICILIARIAS DE NUTRICION,VISITAS DOMICILIARIAS DE OBSTETRICIA,VISITAS DOMICILIARIAS TS,PERSONAL DE ENFERMERIA,PERSONAL DE OBSTETRICIA,PSICOPROFILAXIS DE PSICOLOGIA,VISITAS DOMICILIARIAS DE PSICOLOGIA,PSICOPROFILAXIS TS
C.M. SAN JUAN _per_2014-12,238,238,87,0,3,3,590,560,5,238,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,0,20,0,180,2,4,239,243,3,741,1923,2262,2943,0,0,0,0,5265,4421,12,29,82,109,75,364,0,332,1575,264,977,0,3,0,0,0,2,0,36,0,22,0,7,3,1,0,0
C.M. SAN JUAN _per_2014-TOTAL,7656,7659,1293,0,3,3,6434,6156,5,7659,35621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,57,2477,26,306,0,4075,2,4,4372,4412,3,13738,35076,33458,44761,968,881,1258,1136,73504,58952,228,289,1397,4631,1361,4999,0,4343,19501,4624,11153,0,36,5,4,5,18,6,556,0,167,0,84,34,11,0,0
C.M. SIHUAS _per_2014-01,723,723,14,0,2,2,165,167,2,723,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,164,0,3,0,151,1,1,80,104,1,300,828,25,25,0,0,0,0,2338,1298,1,0,15,19,20,65,0,0,816,0,236,0,14,0,1,0,7,0,28,0,10,0,5,1,0,0,0
C.M. SIHUAS _per_2014-02,215,215,14,0,2,2,107,107,2,215,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,112,0,8,0,47,1,1,26,102,1,106,300,346,346,3,3,6,6,1373,799,0,0,0,29,21,91,0,0,549,0,224,0,20,0,3,0,2,0,56,0,3,0,4,1,0,0,0
C.M. SIHUAS _per_2014-03,216,216,14,0,1,2,113,113,1,216,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159,0,11,0,151,1,1,83,100,1,315,835,388,388,8,8,14,14,1959,963,5,2,58,39,18,92,0,0,641,0,251,0,23,0,5,0,0,0,38,0,6,0,4,1,0,0,0
C.M. SIHUAS _per_2014-04,144,144,15,0,1,2,101,96,1,144,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,152,0,17,0,18,1,1,16,96,1,49,120,600,617,1,1,2,2,1622,877,4,0,25,38,14,114,0,0,858,0,238,0,19,0,9,0,1,0,35,0,6,0,4,1,0,0,0
C.M. SIHUAS _per_2014-05,119,119,9,0,1,2,100,100,1,119,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,1,0,8,0,0,210,0,28,0,98,1,1,68,104,1,219,558,373,373,18,18,44,44,1906,875,3,0,0,67,21,69,0,0,876,0,223,0,11,0,3,0,7,0,30,0,1,0,5,1,0,0,0
C.M. SIHUAS _per_2014-06,114,114,14,0,1,2,102,102,1,114,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,205,0,20,0,93,1,1,80,102,1,185,427,344,362,8,8,19,19,1713,866,1,4,50,42,45,91,0,0,922,0,241,0,32,0,3,0,1,0,33,0,0,0,5,1,0,0,0
C.M. SIHUAS _per_2014-07,103,103,20,0,1,2,97,102,1,103,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,220,0,13,0,38,1,1,68,100,1,107,233,319,322,5,5,6,6,1793,857,4,0,19,37,20,90,0,0,717,0,223,0,16,0,3,0,3,0,95,0,3,0,5,1,0,0,0
C.M. SIHUAS _per_2014-08,102,102,15,0,2,2,127,139,2,102,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,0,6,0,2,300,0,11,0,79,1,1,75,106,1,271,665,621,630,16,14,29,27,2424,1040,1,0,0,64,31,103,0,0,891,0,283,0,24,0,2,0,1,0,29,0,0,0,5,1,0,0,0
C.M. SIHUAS _per_2014-09,112,112,27,0,2,2,149,160,2,112,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0,4,0,1,245,0,10,0,59,1,1,77,150,1,194,471,596,616,19,17,28,26,2247,1177,2,1,32,50,17,87,0,0,921,0,269,0,25,0,7,0,1,0,34,0,0,0,5,1,0,0,0
C.M. SIHUAS _per_2014-10,77,77,30,0,2,2,120,122,2,77,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,232,0,20,0,60,1,1,66,100,1,212,558,704,712,14,8,19,14,2315,1124,4,6,35,38,12,71,0,0,809,0,280,0,22,0,6,0,3,0,22,0,3,0,5,1,0,0,0
C.M. SIHUAS _per_2014-11,86,86,17,0,2,2,130,132,2,86,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,0,6,0,1,256,0,24,0,26,1,1,43,100,1,130,342,880,896,21,14,23,5,2238,1050,2,0,38,78,20,72,0,0,883,0,185,0,35,0,4,0,5,0,42,0,3,0,5,1,0,0,0
C.M. SIHUAS _per_2014-12,76,76,9,0,2,2,119,120,2,76,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,221,0,17,0,33,1,1,52,100,1,166,462,592,610,13,10,14,11,2006,968,3,1,36,58,25,87,0,0,860,0,229,0,9,0,4,0,1,0,24,0,4,0,5,1,0,0,0
C.M. SIHUAS _per_2014-TOTAL,2087,2087,198,0,2,2,1430,1460,2,2087,7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,18,1,0,32,0,4,2476,0,182,0,853,1,1,734,1264,1,2254,5799,5788,5897,126,106,204,174,23934,11894,30,14,308,559,264,1032,0,0,9743,0,2882,0,250,0,50,0,32,0,466,0,39,0,57,12,0,0,0
C.M. TAMBO GRANDE _per_2014-01,733,734,108,0,2,2,128,142,3,734,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,259,1,1,92,96,1,312,805,0,0,45,40,222,207,4023,1957,6,8,124,45,5,179,3,25,689,0,308,160,0,0,7,0,1,0,0,0,10,3,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-02,487,487,84,0,2,2,108,120,2,487,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,0,0,201,1,1,96,96,1,324,797,0,0,59,57,293,289,3426,1537,6,0,83,66,1,182,5,66,691,0,346,208,7,0,10,0,1,0,0,0,4,5,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-03,671,671,86,0,2,2,206,206,2,671,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,177,1,1,96,96,1,288,725,0,0,62,58,279,267,4450,2387,20,0,34,44,4,174,3,41,658,0,339,260,7,0,6,0,0,0,0,0,2,1,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-04,400,400,61,0,1,1,162,162,1,400,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,145,1,1,89,89,1,273,696,0,0,58,58,254,254,3884,1955,9,0,39,30,3,130,6,39,592,0,273,235,3,0,11,0,1,0,0,0,4,10,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-05,468,468,87,0,2,2,231,231,2,469,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,16,0,0,137,1,1,96,96,1,265,636,0,0,89,89,164,164,4363,2699,13,1,40,77,1,152,3,43,675,0,196,114,5,0,4,0,0,0,0,0,0,1,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-06,606,606,127,0,3,2,282,282,3,606,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,168,1,1,100,100,1,312,739,0,0,116,102,208,179,5292,2901,12,4,30,232,76,150,10,26,874,0,222,90,3,0,9,0,1,0,0,0,3,7,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-07,392,392,106,0,3,2,260,272,3,392,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,0,0,135,1,1,84,84,1,276,651,0,0,88,73,148,120,4885,2889,15,11,47,80,25,186,7,40,817,0,217,200,2,0,8,0,0,0,5,0,1,9,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-08,341,341,90,0,2,2,242,242,2,341,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,97,1,1,86,86,1,263,690,0,0,82,68,142,113,4421,2475,6,0,65,126,8,179,4,10,833,0,249,150,2,0,8,0,0,0,0,0,0,6,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-09,373,373,137,0,3,2,260,280,3,373,1357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,28,0,0,105,1,1,77,91,1,257,640,0,0,141,103,242,178,5088,2813,22,0,56,142,0,227,5,75,986,0,241,67,0,0,5,0,0,0,29,0,0,10,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-10,301,302,120,0,3,2,270,274,3,302,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,42,23,0,0,102,1,1,90,90,1,271,677,0,0,92,70,160,119,5341,3179,15,19,86,90,1,174,4,44,808,0,270,111,0,0,7,0,0,0,127,0,0,4,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-11,356,356,162,0,3,2,282,286,4,356,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,18,0,0,102,1,1,109,109,1,316,791,0,0,110,74,188,117,5064,3194,13,57,0,34,1,174,4,44,800,0,318,79,0,0,8,0,0,0,117,0,0,3,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-12,150,152,66,0,2,2,144,156,4,152,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,35,7,0,0,61,1,1,81,85,1,234,585,0,0,58,40,85,58,4005,1807,9,10,73,43,1,129,1,6,611,0,241,33,0,0,8,0,0,0,0,0,0,1,3,1,0,0,0
C.M. TAMBO GRANDE _per_2014-TOTAL,5278,5282,1234,0,2,2,2575,2653,3,5283,13525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,7,401,193,0,0,1689,1,1,1096,1118,1,3391,8432,0,0,1000,832,2385,2065,54242,29793,146,110,677,1009,126,2036,55,459,9034,0,3220,1707,29,0,91,0,4,0,278,0,24,60,36,12,0,0,0
C.M. URCOS _per_2014-01,617,618,59,0,2,2,146,150,2,618,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,153,1,1,98,100,1,296,969,618,636,45,45,45,45,1530,1343,6,5,28,65,2,57,0,0,230,204,204,0,8,5,4,0,10,0,6,2,4,0,2,1,0,0,0
C.M. URCOS _per_2014-02,345,346,32,0,2,2,128,130,2,346,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,94,1,1,105,105,1,316,789,847,850,59,59,59,59,1213,1046,7,4,38,68,4,44,0,0,289,214,262,0,10,8,4,0,12,0,24,0,5,0,2,1,0,0,0
C.M. URCOS _per_2014-03,281,282,28,0,2,2,137,140,2,282,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,91,1,1,102,102,1,307,849,747,751,50,50,50,50,1403,1266,4,1,39,52,4,54,0,0,335,108,222,0,0,6,4,0,10,0,24,0,4,0,2,1,0,0,0
C.M. URCOS _per_2014-04,184,188,35,0,2,2,116,118,2,188,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,57,1,1,96,96,1,289,744,742,755,52,52,52,52,1237,1085,5,7,56,48,0,54,0,0,203,46,243,0,3,8,4,0,10,0,18,2,4,0,2,1,0,0,0
C.M. URCOS _per_2014-05,158,159,30,0,2,2,114,116,2,159,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,61,1,1,102,102,1,306,786,565,574,23,23,23,23,1365,1217,6,0,65,92,0,49,0,0,300,0,179,0,3,0,2,0,6,0,12,0,2,0,2,1,0,0,0
C.M. URCOS _per_2014-06,118,124,27,0,2,2,105,106,2,124,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,35,1,1,95,96,1,285,693,678,680,29,28,29,28,1265,1142,3,0,15,171,0,59,0,0,275,0,180,0,4,0,4,0,10,0,24,0,4,0,2,1,0,0,0
C.M. URCOS _per_2014-07,146,147,32,0,2,2,122,125,2,147,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,52,1,1,97,98,1,290,747,921,929,0,0,0,0,1581,1372,4,0,18,50,7,44,0,0,230,0,171,0,2,0,2,0,8,0,11,0,3,0,2,1,0,0,0
C.M. URCOS _per_2014-08,163,165,42,0,2,2,125,130,2,165,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,71,1,1,103,103,1,310,827,699,701,47,47,47,47,1422,1234,2,0,30,125,8,65,0,0,218,0,161,0,1,0,3,0,10,0,12,0,4,0,2,1,0,0,0
C.M. URCOS _per_2014-09,188,194,75,0,3,3,153,155,3,194,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,57,1,1,103,103,1,309,793,1005,1006,54,54,54,54,1874,1712,5,0,20,122,5,52,0,0,184,0,171,0,12,0,6,0,10,0,4,0,4,0,1,1,0,0,0
C.M. URCOS _per_2014-10,125,132,42,0,2,3,127,128,2,132,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,59,1,1,101,101,1,304,800,829,866,63,63,63,63,1305,1154,6,0,32,78,2,60,0,0,250,0,206,0,2,0,2,0,10,0,12,0,4,0,1,1,0,0,0
C.M. URCOS _per_2014-11,171,172,68,0,3,3,152,155,3,172,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,763,809,57,57,57,57,1563,1483,3,0,52,88,0,39,0,0,142,0,220,0,0,0,0,0,8,0,0,0,4,0,2,1,0,0,0
C.M. URCOS _per_2014-12,136,143,62,0,3,3,145,146,3,143,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,65,1,1,103,103,1,311,853,880,939,64,64,64,64,1491,1321,9,0,39,113,4,37,0,0,257,0,188,0,0,0,0,0,8,0,4,0,4,0,2,1,0,0,0
C.M. URCOS _per_2014-TOTAL,2632,2670,532,0,2,2,1570,1599,2,2670,7854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,185,0,0,0,795,1,1,1105,1109,1,3323,8850,9294,9496,543,542,543,542,17249,15375,60,17,432,1072,36,614,0,0,2913,572,2407,0,45,27,35,0,112,0,151,4,46,0,22,12,0,0,0
CAP I ANTABAMBA _per_2014-01,183,183,19,0,1,1,88,92,1,183,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,328,0,0,0,48,10,14,0,0,256,0,0,0,8,0,0,0,0,0,6,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-02,117,117,14,0,1,1,88,88,1,117,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,215,0,0,0,48,3,12,0,0,98,0,0,0,8,0,0,0,0,0,2,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-03,80,80,16,0,1,1,43,54,1,80,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,239,0,0,0,35,13,12,0,0,250,0,0,0,14,0,0,0,0,0,4,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-04,41,41,11,0,1,1,26,34,1,41,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,233,1,0,0,24,6,16,0,0,257,0,0,0,12,0,0,0,0,0,5,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-05,17,17,2,0,1,1,37,43,1,17,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,133,0,0,0,5,7,15,0,0,215,0,0,0,11,0,0,0,0,0,6,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-06,42,42,18,0,1,1,82,95,1,42,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,369,1,0,0,60,8,11,0,0,251,0,0,0,6,0,0,0,0,0,5,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-07,20,20,11,0,1,1,80,92,1,20,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,348,0,0,0,50,10,11,0,0,260,0,0,0,7,0,0,0,0,0,3,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-08,19,19,9,0,1,1,80,99,1,19,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,360,0,0,0,32,6,9,0,0,295,0,0,0,7,0,0,0,0,0,5,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-09,20,20,12,0,1,1,91,95,1,20,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,445,0,0,0,24,10,11,0,0,297,0,0,0,9,0,0,0,0,0,6,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-10,33,33,27,0,1,1,67,80,1,33,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,285,1,0,0,48,16,19,0,0,346,0,84,0,13,0,0,0,0,0,9,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-11,33,33,28,0,1,1,74,77,1,33,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,357,0,0,17,56,7,17,0,0,223,0,0,0,11,0,0,0,0,0,10,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-12,16,16,8,0,1,1,72,82,1,16,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,347,0,0,0,33,13,19,0,0,253,0,0,0,11,0,0,0,0,0,12,0,0,0,1,0,0,0,0
CAP I ANTABAMBA _per_2014-TOTAL,621,621,175,0,1,1,828,931,1,621,3050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996,3659,3,0,17,463,109,166,0,0,3001,0,84,0,117,0,0,0,0,0,73,0,0,0,12,0,0,0,0
CAP I ASILLO _per_2014-01,345,345,34,0,1,1,82,90,1,345,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1,1,93,100,1,279,703,0,0,0,0,0,0,653,530,1,0,7,32,36,44,0,0,267,0,119,0,1,0,2,0,4,0,4,0,2,0,1,1,0,0,0
CAP I ASILLO _per_2014-02,156,156,23,0,1,1,60,66,1,156,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,1,71,78,1,215,538,0,0,0,0,0,0,536,409,1,0,8,18,20,27,0,0,196,0,94,0,1,0,1,0,7,0,4,0,3,0,1,1,0,0,0
CAP I ASILLO _per_2014-03,194,194,23,0,1,1,78,86,1,194,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,116,1,1,90,100,1,270,685,0,0,0,0,0,0,662,548,2,0,16,13,23,33,0,0,204,0,110,0,3,0,1,0,4,0,0,0,3,0,1,1,0,0,0
CAP I ASILLO _per_2014-04,98,98,15,0,1,1,54,60,1,98,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,1,59,65,1,179,450,0,0,0,0,0,0,532,440,1,0,6,21,11,29,0,0,171,0,103,0,1,0,1,0,8,0,2,0,2,0,1,1,0,0,0
CAP I ASILLO _per_2014-05,99,99,24,0,1,1,71,84,1,99,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,116,1,1,87,90,1,262,655,0,0,0,0,0,0,727,647,2,0,9,30,15,39,0,0,236,0,182,0,1,0,2,0,4,0,2,0,4,0,1,1,0,0,0
CAP I ASILLO _per_2014-06,117,117,28,0,1,1,82,90,1,117,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,101,1,1,100,110,1,301,753,0,0,0,0,0,0,945,762,2,0,22,50,15,37,0,0,320,0,224,0,1,0,2,0,10,0,1,0,4,0,1,1,0,0,0
CAP I ASILLO _per_2014-07,88,88,33,0,1,1,80,88,1,88,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,70,1,1,96,100,1,290,725,0,0,0,0,0,0,1015,824,1,0,20,29,10,38,0,0,312,0,258,0,1,0,2,0,12,0,1,0,3,0,1,1,0,0,0
CAP I ASILLO _per_2014-08,72,72,27,0,1,1,81,90,1,72,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,1,89,95,1,267,668,0,0,0,0,0,0,864,720,1,0,19,36,16,36,0,0,312,0,229,0,3,0,1,0,8,0,4,0,2,0,1,1,0,0,0
CAP I ASILLO _per_2014-09,56,56,32,0,1,1,81,90,1,56,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,87,1,1,94,100,1,284,724,0,0,0,0,0,0,809,667,1,0,29,42,14,41,0,0,328,0,256,0,2,0,1,0,12,0,5,0,4,0,1,1,0,0,0
